PID,cyear,IBIRTHY,AGE,Sex,Education,SpouseAge,SpouseEducation,MeetWay,MarryLast,Cohabitation,FirstMarry,Marriage,Jiazhuang,Marriage_stf,Economy_contrb_stf,Housework_contrb_stf,Job_code,Income_month,Income,Life_stf,General_stf
100051501,2018,1969,49,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,8,3000,36000,4,4.33
100051502,2018,1966,52,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,72000,100000,4,5.0
100160601,2018,1989,29,1,7,27,7,6,1,1,-8,2,-8,5,5,3,6,9100,100000,4,4.33
100376551,2018,1997,21,0,4,22,-1,6,0,1,-8,2,50000,5,4,3,8,3000,30000,4,4.0
100551551,2018,1990,28,0,7,30,7,5,4,5,1,2,-8,5,5,4,7,2000,30000,4,4.67
100724601,2018,1988,30,1,5,30,6,1,6,5,1,2,-8,5,5,5,-8,0,0,5,5.0
100744601,2018,1987,31,0,7,33,8,1,5,5,1,2,-8,5,5,5,6,6500,92000,4,5.0
100810551,2018,1987,31,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
101129501,2018,1990,28,0,4,-8,-8,-8,-8,-8,-8,2,-8,2,2,3,99,0,0,2,2.33
101274551,2018,1976,42,1,6,29,4,3,-8,-8,-8,2,-8,3,3,4,3,3000,5000,3,3.33
102571551,2018,1945,73,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,2,5.0
102571552,2018,1948,70,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,5,4.33
102666601,2018,1987,31,1,6,31,5,6,3,1,1,2,-8,5,2,4,3,4500,60000,4,3.67
103465551,2019,1986,32,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,10,4000,50000,4,4.67
103788501,2018,1987,31,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,17,1500,20000,4,4.33
103923551,2018,1989,29,0,4,31,4,5,3,5,1,2,-8,5,5,5,15,2000,12000,3,5.0
106561501,2018,1990,28,0,7,30,6,4,6,1,1,2,-8,5,3,2,17,7000,110000,4,3.33
107435501,2018,1975,43,0,4,42,4,5,14,5,1,2,-8,3,1,3,5,5000,50000,3,2.33
107463551,2018,1987,31,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,2400,20000,4,5.0
107619553,2018,1985,33,1,4,30,5,6,8,5,1,2,-8,5,3,3,3,5000,60000,5,3.67
107624501,2018,1981,37,1,4,28,5,2,5,5,1,2,-8,5,5,5,3,6000,60000,5,5.0
108476551,2018,1986,32,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,6,6000,128000,3,4.33
108598601,2018,1969,49,0,5,52,6,6,0,5,-8,2,0,5,5,5,-8,0,0,5,5.0
108998551,2018,1990,28,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,1500,15000,5,5.0
109531601,2018,1995,23,1,4,21,4,2,1,1,-8,2,-8,5,5,5,-8,0,12000,3,5.0
109606501,2018,1988,30,1,6,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,11,10300,122000,4,3.33
109710551,2018,1989,29,1,4,27,4,5,6,5,1,2,-8,5,5,5,3,5000,60000,5,5.0
109849551,2018,1991,27,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,10,2300,27600,5,4.33
109849552,2018,1967,51,1,6,52,5,1,28,5,1,2,-8,5,5,5,10,1900,33000,4,5.0
109849553,2018,1966,52,0,5,51,7,1,28,5,1,2,-8,5,5,5,8,0,0,5,5.0
109942551,2018,1991,27,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,1,-8,0,0,4,3.67
110006101,2018,1960,58,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,3,5000,60000,4,3.67
110009102,2018,1957,61,1,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,19,2200,26400,3,2.67
110009106,2018,1952,66,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,1,-8,0,0,3,3.67
110015101,2018,1966,52,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,1,-8,0,0,3,2.33
110015104,2018,1965,53,1,5,52,4,6,15,5,-8,2,-8,1,1,1,-8,0,0,3,1.0
110020101,2018,1945,73,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,-8,0,0,5,2.67
110020103,2018,1968,50,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,11,2600,32200,4,4.67
110020104,2018,1974,44,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,3,5000,80000,4,4.0
110020105,2018,1970,48,0,6,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,8,1000,22000,4,4.67
110020106,2018,1976,42,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,3,4000,48000,3,2.67
110026101,2018,1977,41,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,12,8000,160000,5,5.0
110026102,2018,1973,45,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,15000,200000,4,5.0
110027101,2018,1938,80,1,5,81,5,6,51,5,-8,2,-8,4,4,4,-8,0,0,3,4.0
110030101,2018,1950,68,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110030431,2018,1948,70,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,-8,0,0,4,2.67
110031101,2018,1959,59,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
110035101,2018,1953,65,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,8,0,0,1,4.67
110035102,2018,1953,65,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,-8,0,0,3,3.67
110041101,2018,1968,50,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,40800,5,5.0
110041102,2018,1965,53,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110043101,2018,1960,58,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,2600,35000,4,5.0
110043102,2018,1973,45,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,2000,24000,5,5.0
110043103,2018,1985,33,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,4,5.0
110047101,2018,1956,62,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,0,0,5,5.0
110047102,2018,1977,41,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,9,0,0,5,5.0
110050102,2018,1981,37,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,8,5000,70000,5,4.33
110050103,2018,1980,38,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,4000,48000,4,5.0
110051101,2018,1961,57,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,4,4.67
110051103,2018,1960,58,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,6,3000,35000,3,5.0
110051104,2018,1986,32,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,14,3500,65000,5,4.67
110052101,2018,1960,58,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110052104,2018,1986,32,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,66000,3,5.0
110052431,2018,1988,30,0,6,-8,-8,-8,-8,-8,-8,2,-8,4,5,2,-8,0,0,4,3.67
110057101,2018,1950,68,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110057102,2018,1949,69,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,4,4.67
110060101,2018,1947,71,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,-8,0,0,3,3.67
110060102,2018,1950,68,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,10,500,6000,2,3.0
110060103,2018,1980,38,0,6,-8,-8,-8,-8,-8,-8,2,-8,1,1,1,10,7000,80000,3,1.0
110062101,2018,1958,60,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,14,0,0,5,5.0
110062102,2018,1959,59,1,5,60,4,2,32,5,-8,2,-8,5,5,5,-8,0,0,4,5.0
110062531,2018,1987,31,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,9,3200,26800,4,4.0
110069101,2018,1951,67,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,2,3,-8,0,0,2,2.67
110069102,2018,1950,68,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
110071101,2018,1950,68,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110071102,2018,1947,71,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110072101,2018,1948,70,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
110072102,2018,1948,70,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110075101,2018,1969,49,1,5,48,4,2,3,1,-8,2,-8,4,5,4,12,4000,60000,4,4.33
110075102,2018,1970,48,0,4,50,5,2,3,1,-8,2,-8,4,4,3,3,0,0,4,3.67
110078101,2018,1969,49,1,4,44,6,5,21,5,-8,2,-8,5,5,5,6,5000,60000,4,5.0
110078102,2018,1939,79,1,7,79,4,5,55,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
110078103,2018,1939,79,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,4,4.67
110078104,2018,1974,44,0,6,49,4,5,21,5,-8,2,-8,5,5,1,8,3200,36000,5,3.67
110079101,2018,1968,50,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,14,2600,23800,5,5.0
110081101,2018,1952,66,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110081102,2018,1955,63,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
110083101,2018,1949,69,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
110083102,2018,1950,68,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110083103,2018,1978,40,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,1,5,-8,0,0,5,3.67
110083104,2018,1979,39,0,6,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,-8,0,0,5,3.67
110084101,2018,1958,60,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110084102,2018,1958,60,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,2,5.0
110092103,2018,1959,59,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,4,5.0
110092104,2018,1963,55,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110107102,2018,1960,58,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110108101,2018,1958,60,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110108102,2018,1958,60,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,18,5000,90000,5,5.0
110108103,2018,1983,35,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,18,5000,30000,4,5.0
110108104,2018,1984,34,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,15,0,27000,4,4.33
110111101,2018,1953,65,0,7,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,3,4.0
110111102,2018,1953,65,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110111103,2018,1981,37,0,6,-8,-8,-8,-8,-8,-8,2,-8,3,5,3,6,0,0,5,3.67
110113101,2018,1954,64,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110113102,2018,1953,65,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110114101,2018,1953,65,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,4,4.67
110114102,2018,1956,62,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,3,4.67
110123102,2018,1937,81,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110124101,2018,1980,38,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,12,10000,120000,5,5.0
110124102,2018,1984,34,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,6,5000,70000,5,4.0
110125101,2018,1953,65,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
110125102,2018,1954,64,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110126101,2018,1953,65,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110126102,2018,1953,65,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
110165101,2018,1972,46,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,1,8,1100,40000,4,3.0
110165102,2018,1970,48,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,10000,120000,4,5.0
110493501,2018,1992,26,0,7,2,-8,-8,-8,-8,-8,2,30000,5,5,5,8,4000,40000,5,5.0
110717501,2019,1979,39,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,15,0,0,4,5.0
110754501,2018,1991,27,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,4000,45000,4,5.0
111065501,2018,1990,28,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,11,4000,70000,3,5.0
111230551,2018,1990,28,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,8000,60000,5,5.0
111272601,2018,1993,25,1,3,24,3,1,1,5,1,2,-8,5,5,5,9,2500,10000,5,5.0
111308551,2018,1978,40,1,4,36,3,3,2,1,1,2,-8,4,3,5,5,4000,50000,1,4.0
113499602,2018,1998,20,1,3,18,3,6,3,1,1,2,-8,5,3,5,-8,0,0,3,4.33
114130551,2019,1968,51,1,3,46,4,5,27,5,1,2,-8,5,5,5,8,3700,8000,5,5.0
114130552,2019,1974,45,0,4,52,3,5,29,5,1,2,-8,5,2,1,-8,0,0,3,2.67
114130553,2018,1995,23,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,2,4,-8,0,0,2,3.67
114900431,2018,1990,28,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,3,3000,5000,4,4.0
115395551,2018,1988,30,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,3,4.67
115565551,2018,1986,32,1,6,32,7,1,3,5,1,2,-8,5,5,5,9,0,0,5,5.0
115788432,2019,1986,32,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,8000,70000,4,5.0
115961501,2018,1986,32,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,5,1,-8,0,0,3,3.0
115986501,2018,1990,28,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,2900,35000,4,5.0
116140601,2018,1990,28,1,4,24,4,3,0,1,-8,2,-8,5,5,5,-8,0,0,4,5.0
117227551,2018,1987,31,1,8,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,3,20000,200000,4,4.67
117517552,2018,1991,27,0,7,40,5,5,19,5,1,2,-8,5,5,5,16,4000,60000,5,5.0
118404501,2018,1984,34,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,3200,50400,4,5.0
119569501,2018,1985,33,0,5,32,5,77,5,5,-8,2,-8,5,4,3,-8,0,0,3,4.0
120001101,2018,1979,39,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,1,1,8,0,0,3,1.67
120001102,2018,1975,43,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,8,0,4400,5,4.67
120004101,2018,1946,72,1,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,-8,0,0,4,3.67
120004102,2018,1947,71,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,-8,0,0,4,4.33
120007101,2018,1980,38,1,7,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,6,4200,50400,3,3.0
120008101,2018,1964,54,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,3000,50000,5,5.0
120008102,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120008103,2018,1988,30,0,7,26,7,2,0,5,-8,2,500000,5,5,5,3,5000,100000,5,5.0
120009101,2018,1964,54,1,6,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,3,1400,65000,4,4.0
120009102,2018,1991,27,0,7,29,7,6,1,1,-8,2,150000,4,4,4,10,5000,70000,4,4.0
120009104,2018,1973,45,0,7,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,3,1000,56000,4,3.67
120012101,2018,1980,38,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,2700,35000,5,5.0
120012102,2018,1981,37,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,1,3,3000,40000,4,3.67
120013101,2018,1977,41,0,8,-8,-8,-8,-8,-8,-8,2,-8,4,3,2,19,5000,80000,3,3.0
120013103,2018,1946,72,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
120013105,2018,1978,40,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,6000,70000,4,5.0
120020101,2018,1964,54,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,3,2300,13800,4,3.67
120020102,2018,1965,53,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,3000,36000,2,5.0
120023101,2018,1961,57,0,4,58,4,5,33,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
120024101,2018,1976,42,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,1500,18000,1,5.0
120024102,2018,1970,48,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,8,0,0,4,4.33
120024103,2018,1948,70,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,-8,0,0,4,4.33
120024104,2018,1947,71,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
120026101,2018,1972,46,0,6,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,17,5500,74000,5,3.0
120026102,2018,1972,46,1,6,-8,-8,-8,-8,-8,-8,2,-8,3,5,4,3,2850,34200,3,4.0
120029101,2018,1983,35,0,5,38,5,4,10,1,-8,2,-8,4,3,5,8,0,0,3,4.0
120029102,2018,1980,38,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,3,0,0,5,4.33
120031101,2018,1958,60,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,8,0,0,5,4.67
120031102,2018,1957,61,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,5,5.0
120031103,2018,1989,29,0,7,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,11,3500,50000,3,3.33
120032101,2018,1981,37,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,9,0,0,3,2.67
120033101,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120034101,2018,1955,63,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,0,4,4.0
120034103,2019,1989,30,0,7,34,6,5,3,5,-8,2,100000,5,5,4,12,4500,43000,3,4.67
120034104,2018,1956,62,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,5,4.33
120035101,2018,1972,46,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,2,8,0,0,3,4.0
120035102,2018,1977,41,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,8,0,0,4,4.33
120036101,2018,1940,78,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,5,4.33
120036102,2018,1943,75,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,5,3,-8,0,0,5,3.67
120039101,2018,1983,35,0,6,-8,-8,-8,-8,-8,-8,2,-8,5,5,2,11,2000,25000,3,4.0
120039102,2018,1982,36,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,1,5,99,0,0,1,3.67
120046101,2018,1956,62,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120046102,2018,1956,62,1,6,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,3,0,0,5,4.0
120046103,2018,1990,28,0,7,-8,-8,-8,-8,-8,-8,2,-8,3,5,4,8,1800,21000,4,4.0
120050101,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,2500,30000,3,5.0
120050102,2018,1971,47,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,8,0,0,4,4.0
120051101,2018,1959,59,0,0,60,3,5,2019,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
120051103,2018,1995,23,0,5,23,5,1,0,1,-8,2,100000,4,4,5,3,3200,52000,4,4.33
120056101,2018,1970,48,0,7,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,16,7800,93600,4,4.33
120056102,2018,1967,51,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,4000,52000,5,5.0
120056103,2018,1991,27,1,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,4000,50000,5,5.0
120056551,2018,1991,27,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,16,6400,84000,4,4.67
120058101,2018,1962,56,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
120058102,2018,1962,56,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,11,3500,42000,4,5.0
120063101,2018,1980,38,1,7,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,14,8500,102000,4,4.33
120063102,2018,1978,40,0,7,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,14,7600,100000,5,4.67
120071101,2018,1975,43,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,8,2300,35000,4,3.67
120071102,2018,1973,45,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,11,3000,36000,5,5.0
120073101,2018,1953,65,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,5,2000,14000,3,3.67
120073102,2018,1954,64,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
120074101,2018,1953,65,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120074102,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
120075101,2018,1953,65,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,5,3000,21000,4,4.33
120075102,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120078101,2018,1943,75,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120078104,2018,1982,36,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,15,3000,36000,4,3.67
120080101,2018,1963,55,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120080102,2018,1965,53,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,0,5,4.33
120080431,2018,1990,28,0,4,29,5,2,8,5,-8,2,-8,4,5,5,7,3000,3000,4,4.67
120081102,2018,1967,51,1,0,-8,-8,-8,-8,-8,-8,2,-8,2,5,5,-8,0,0,5,4.0
120081103,2018,1968,50,0,3,-8,-8,-8,-8,-8,-8,2,-8,2,1,1,-8,0,0,2,1.33
120082101,2018,1982,36,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,8,0,0,4,4.33
120082102,2018,1952,66,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,5,3000,36000,5,4.67
120082103,2018,1958,60,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,-8,0,0,4,4.67
120082104,2018,1981,37,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,5,5.0
120084102,2018,1954,64,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,15,900,10800,5,5.0
120086103,2018,1977,41,0,3,41,4,6,20,5,-8,2,-8,5,5,1,-8,0,0,4,3.67
120087102,2018,1958,60,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,1,1,-8,0,0,1,2.33
120087103,2018,1957,61,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,1,1,-8,0,0,3,2.33
120088103,2018,1985,33,0,3,34,4,9,12,5,-8,2,-8,3,3,3,-8,0,0,3,3.0
120089102,2018,1956,62,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,5000,60000,5,5.0
120090101,2018,1966,52,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,-8,0,0,3,2.67
120090102,2018,1967,51,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,42000,3,5.0
120091101,2018,1960,58,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,-8,0,12000,4,4.0
120091102,2018,1958,60,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,24000,4,5.0
120092101,2018,1963,55,1,4,55,4,5,34,5,-8,2,-8,5,5,5,-8,0,33000,3,5.0
120092102,2018,1963,55,0,4,55,4,5,34,5,-8,2,-8,3,2,2,1,1500,10000,3,2.33
120093101,2018,1974,44,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,26664,4,5.0
120093102,2018,1974,44,0,4,-8,-8,-8,-8,-8,-8,2,-8,1,2,1,11,3000,30000,4,1.33
120093103,2018,1947,71,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
120093104,2018,1946,72,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
120094101,2018,1946,72,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120094103,2018,1994,24,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,3,3000,36000,3,4.33
120096101,2018,1952,66,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,5,4.67
120096102,2018,1953,65,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
120096103,2018,1980,38,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,3600,40000,5,5.0
120096104,2018,1981,37,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,3000,36000,5,5.0
120097101,2018,1988,30,1,6,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,5,5800,72000,3,4.0
120097102,2018,1966,52,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,8,0,0,5,5.0
120097103,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,-8,0,0,4,3.67
120097104,2018,1937,81,1,0,80,0,8,62,5,-8,2,-8,4,5,5,-8,0,0,4,4.67
120097431,2018,1988,30,0,6,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,6,0,0,4,4.33
120100101,2018,1964,54,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,3000,20000,4,5.0
