PID,cyear,IBIRTHY,AGE,Sex,Education,SpouseAge,SpouseEducation,MeetWay,MarryLast,Cohabitation,FirstMarry,Marriage,Jiazhuang,Marriage_stf,Economy_contrb_stf,Housework_contrb_stf,Job_code,Income_month,Income,Life_stf,General_stf
440349103,2018,1981,37,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,5,4000,35000,4,4.33
440351101,2018,1948,70,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440351102,2018,1954,64,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440351103,2018,1979,39,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,4,2700,47500,5,5.0
440351104,2018,1982,36,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,4,900,22800,4,4.67
440352102,2018,1970,48,1,3,2019,4,3,2019,1,-8,2,-8,4,3,5,-8,0,10000,4,4.0
440352103,2018,1975,43,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
440353101,2019,1960,58,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,11000,3,5.0
440353102,2019,1966,52,0,3,-8,-8,-8,-8,-8,-8,2,-8,1,1,1,-8,0,0,1,1.0
440353103,2018,1987,31,1,6,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,12,0,66000,4,4.0
440354102,2018,1966,52,0,3,-8,-8,-8,-8,-8,-8,1,-8,4,4,4,-8,0,0,4,4.0
440355101,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440355102,2018,1942,76,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440356101,2018,1990,28,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,43200,5,5.0
440356106,2018,1991,27,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440357101,2018,1958,60,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,-8,0,0,4,3.67
440357102,2018,1967,51,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,-8,0,0,3,3.67
440358101,2018,1951,67,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,2,2,-8,0,0,3,2.67
440358102,2018,1953,65,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,5,3.33
440360102,2018,1965,53,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440361101,2018,1965,53,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,4,3,-8,0,0,3,3.33
440361102,2018,1968,50,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,0,3,4.33
440361104,2018,1992,26,0,4,-8,-8,-8,-8,-8,-8,2,-8,1,2,1,-8,0,0,4,1.33
440363101,2018,1961,57,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440363102,2018,1966,52,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
440363103,2018,1987,31,0,7,30,6,5,1,1,-8,2,0,4,4,4,17,6000,60000,4,4.0
440364101,2018,1944,74,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440364102,2018,1949,69,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,4,3,-8,0,0,4,3.33
440365101,2018,1941,77,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440365102,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440366104,2018,1973,45,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,99,-1,24000,5,5.0
440367101,2018,1952,66,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,4,1800,21600,4,3.33
440367102,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440369101,2018,1955,63,1,5,65,3,5,41,5,-8,2,-8,4,5,5,-8,0,0,4,4.67
440369102,2018,1953,65,0,0,63,4,5,41,5,-8,2,-8,4,4,4,-8,0,0,4,4.0
440371101,2018,1964,54,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,6000,5,5.0
440373101,2018,1956,62,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440373102,2018,1965,53,0,0,62,0,6,28,5,-8,2,-8,4,5,5,9,1600,19400,3,4.67
440375101,2018,1946,72,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
440375103,2018,1950,68,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,3,4.0
440376101,2018,1967,51,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,19,2500,30000,5,3.67
440376102,2018,1968,50,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440376103,2018,1993,25,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440376551,2018,1992,26,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440379101,2018,1970,48,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,3,2500,37500,3,4.67
440379102,2018,1970,48,0,3,48,3,5,2019,5,1,2,-8,5,5,5,3,3000,20000,3,5.0
440380101,2018,1977,41,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,15,0,0,4,4.33
440380102,2018,1976,42,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,15,0,0,3,4.67
440381101,2018,1953,65,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440381102,2018,1956,62,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440381431,2018,1981,37,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,8,7000,53000,4,4.67
440381432,2018,1981,37,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,10,2000,25000,3,3.33
440382101,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440382531,2018,1953,65,1,3,2019,0,5,49,5,-8,2,-8,2,4,4,-8,0,0,3,3.33
440383105,2019,1983,36,1,5,2020,4,2,8,5,1,2,-8,5,5,5,3,5000,80000,4,5.0
440384101,2018,1982,36,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,0,0,3,5.0
440384103,2018,1984,34,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,2,8,2000,24000,4,4.0
440384104,2018,1990,28,0,6,51,4,2,1,1,-8,2,0,4,5,5,18,0,0,4,4.67
440385101,2018,1941,77,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,4,5,-8,0,0,3,4.0
440385102,2018,1945,73,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,4,4.33
440385103,2018,1971,47,1,5,39,4,2,12,5,1,2,-8,5,5,5,3,4000,33000,3,5.0
440385104,2018,1979,39,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,3,800,16400,3,3.67
440386101,2018,1950,68,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,0,4,4.0
440386102,2018,1954,64,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,4,3.33
440386103,2018,1978,40,1,5,38,5,2,15,1,-8,2,-8,5,5,5,8,0,0,5,5.0
440387101,2018,1951,67,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440387102,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,-8,0,0,3,3.67
440387104,2018,1979,39,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,2500,60000,5,5.0
440387106,2018,1978,40,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,9,3500,35500,4,5.0
440389101,2018,1976,42,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,54000,5,5.0
440389103,2018,1979,39,0,4,-8,-8,-8,-8,-8,-8,2,-8,1,1,1,8,3000,39150,2,1.0
440390551,2018,1950,68,1,0,54,0,6,35,5,1,2,-8,3,4,5,-8,0,0,5,4.0
440390581,2018,1965,53,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,3,3.33
440391101,2018,1984,34,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,-8,0,0,3,3.33
440391102,2018,1951,67,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440391103,2018,1954,64,0,0,66,3,5,41,5,-8,2,-8,5,5,5,-8,0,0,4,5.0
440391104,2018,1985,33,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,16,2000,24000,3,3.33
440392101,2018,1970,48,0,0,50,0,6,21,5,-8,2,-8,2,1,1,3,3000,36300,2,1.33
440392102,2018,1968,50,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,2000,25000,3,5.0
440394101,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440394104,2018,1966,52,0,4,52,4,5,27,5,-8,2,-8,5,4,4,-8,0,0,3,4.33
440395101,2018,1971,47,1,4,45,3,1,26,5,-8,2,-8,5,5,5,-8,0,0,3,5.0
440395102,2018,1973,45,0,3,47,4,1,26,5,-8,2,-8,5,5,5,5,2200,13000,3,5.0
440396102,2018,1952,66,0,3,66,4,6,47,5,-8,2,-8,5,2,2,-8,0,0,5,3.0
440399101,2018,1965,53,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,33000,3,4.33
440401101,2018,1968,50,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,3,4.33
440401102,2018,1968,50,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440404101,2018,1964,54,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,2000,35000,5,5.0
440404102,2018,1965,53,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,0,5,4.33
440405101,2018,1947,71,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440405102,2018,1945,73,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440405105,2018,1993,25,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,10,0,9000,3,5.0
440407101,2018,1966,52,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,9,1800,7200,4,5.0
440407102,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,4,5,1,3500,41500,4,4.0
440410102,2018,1967,51,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440411101,2018,1966,52,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440411102,2018,1972,46,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440412101,2018,1958,60,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440412102,2018,1962,56,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,4,-8,0,0,5,4.0
440413101,2018,1948,70,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440413102,2018,1953,65,0,5,70,0,2,36,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440414101,2018,1963,55,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440414102,2018,1964,54,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,3000,20000,5,5.0
440414104,2018,1989,29,0,7,38,4,2,4,1,1,2,-8,4,3,3,16,4500,4500,4,3.33
440415101,2018,1963,55,1,0,52,0,3,32,5,-8,2,-8,4,3,3,-8,0,0,4,3.33
440415102,2018,1966,52,0,0,-8,-8,-8,-8,-8,-8,2,-8,2,3,2,-8,0,0,5,2.33
440417101,2018,1961,57,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,15,0,0,5,4.67
440417102,2018,1961,57,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,4,5,-8,0,0,5,4.67
440417104,2019,1984,35,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,15,0,0,4,4.67
440418101,2018,1952,66,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,18,1975,23700,5,5.0
440418102,2018,1953,65,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440418104,2018,1984,34,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,3,4200,40800,5,4.33
440418551,2018,1986,32,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,3,4500,32000,4,3.67
440420101,2018,1961,57,1,3,48,3,2,29,5,-8,2,-8,5,5,5,-8,0,0,3,5.0
440420102,2018,1970,48,0,3,58,3,2,29,5,-8,2,-8,5,5,5,-8,0,0,3,5.0
440420104,2018,1993,25,1,5,25,6,2,2,1,-8,2,-8,5,4,5,3,6500,108000,4,4.67
440421101,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,19,2300,27600,4,3.67
440421104,2018,1966,52,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,3,2,-8,0,0,4,3.0
440421106,2018,1992,26,1,4,28,4,6,1,5,-8,2,-8,4,3,4,-8,0,0,5,3.67
440421601,2018,1990,28,0,4,26,4,5,1,5,-8,2,10000,5,5,3,-8,0,0,4,4.33
440422101,2018,1958,60,1,5,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,5,3.33
440422103,2018,1958,60,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440422104,2018,1981,37,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,0,0,4,5.0
440422105,2018,1985,33,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,6500,4,4.0
440424101,2018,1982,36,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,5,0,0,3,4.33
440424431,2018,1988,30,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,4,3,-8,0,0,4,3.67
440425103,2018,1979,39,1,6,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,3,8200,92000,4,4.33
440425105,2018,1982,36,0,4,39,6,5,13,5,-8,2,-8,5,4,3,3,2400,28800,4,4.0
440426103,2018,1983,35,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440426104,2018,1990,28,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,5,4,3,2700,12700,3,4.33
440426106,2018,1983,35,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,5,5,-8,0,7200,3,4.33
440427101,2018,1966,52,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,54000,5,5.0
440427103,2018,1969,49,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,9,2200,26400,5,5.0
440427105,2018,1992,26,1,6,26,6,2,0,1,-8,2,-8,5,5,5,11,5000,80000,5,5.0
440428101,2018,1965,53,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440428102,2018,1969,49,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,19200,5,3.0
440429102,2018,1964,54,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,2,-8,0,1920,5,2.67
440430101,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,2,3,-8,0,0,3,2.67
440430102,2018,1966,52,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,5,3.0
440431101,2018,1944,74,1,3,68,0,5,51,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440431104,2018,1979,39,1,3,30,3,2,10,1,-8,2,-8,4,4,4,-8,0,48000,4,4.0
440431105,2018,1988,30,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,-8,0,62880,4,4.0
440432101,2018,1964,54,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,5,3,-8,0,30000,3,3.67
440432102,2018,1964,54,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,-8,0,18000,3,3.67
440433101,2018,1971,47,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,3,5,-8,0,20000,4,4.33
440433103,2018,1984,34,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,2,-8,0,0,4,4.0
440436101,2018,1969,49,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,4,-8,0,0,3,3.33
440436102,2018,1968,50,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,3500,40000,3,5.0
440436103,2018,1989,29,0,5,-8,-8,-8,-8,-8,-8,2,-8,4,3,4,8,2000,31000,5,3.67
440437101,2018,1972,46,1,3,-8,-8,-8,-8,-8,-8,2,-8,-1,-1,-1,-8,-1,10000,3,-1.0
440437102,2018,1973,45,0,4,46,4,6,21,5,-8,2,-8,3,4,4,-8,0,0,5,3.67
440439101,2018,1982,36,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,3,5,5,0,0,4,3.67
440439103,2018,1981,37,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,2,5,0,0,4,3.33
440441101,2018,1972,46,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,4,1800,25000,4,4.67
440441102,2018,1972,46,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,5,3,-8,0,0,4,4.0
440442101,2018,1949,69,1,4,-8,-8,-8,-8,-8,-8,2,-8,2,-1,3,-8,0,0,4,1.33
440442601,2018,1990,28,0,5,33,6,4,2,1,-8,2,100000,4,3,3,8,2500,30000,3,3.33
440444101,2018,1965,53,1,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440444102,2018,1968,50,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,4,4,-8,0,0,5,3.67
440444105,2018,1995,23,0,6,29,5,5,1,5,-8,2,30000,3,2,2,16,2500,20600,3,2.33
440445101,2018,1959,59,1,0,-8,-8,-8,-8,-8,-8,2,-8,4,4,5,-8,0,3600,5,4.33
440445102,2018,1961,57,0,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440445103,2018,1983,35,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,4000,27500,4,5.0
440445104,2018,1986,32,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,99,0,24000,4,5.0
440445105,2018,1986,32,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,-8,0,22800,4,4.0
440445106,2018,1988,30,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,4,3,1900,22800,3,4.0
440446101,2018,1962,56,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,1,5,-8,0,5000,5,3.0
440446102,2018,1956,62,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,1,3,-8,0,0,3,3.0
440446103,2018,1983,35,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,3,15,3000,39000,4,4.0
440446104,2018,1984,34,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,14,1800,54000,3,5.0
440446105,2018,1983,35,0,5,-8,-8,-8,-8,-8,-8,2,-8,3,4,2,8,2000,30000,4,3.0
440446431,2018,1986,32,0,4,-8,-8,-8,-8,-8,-8,2,-8,3,4,2,3,2000,24000,2,3.0
440447101,2018,1967,51,1,3,55,4,3,23,5,-8,2,-8,5,3,5,-8,0,25000,4,4.33
440447102,2018,1963,55,0,4,51,3,3,23,5,-8,2,-8,5,3,5,-8,0,0,5,4.33
440449103,2018,1942,76,0,0,77,0,5,56,5,-8,2,-8,4,4,4,-8,0,0,4,4.0
440450101,2018,1982,36,1,3,-8,-8,-8,-8,-8,-8,2,-8,4,5,5,1,4200,55000,4,4.67
440450102,2018,1987,31,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,6,0,0,5,5.0
440454101,2018,1958,60,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,5,5,-8,0,0,4,4.33
440455101,2018,1961,57,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440460101,2018,1965,53,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,5,4.67
440460102,2019,1970,49,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440460103,2018,1993,25,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,3800,45000,4,5.0
440461102,2018,1948,70,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440462104,2018,1992,26,0,6,27,6,1,1,5,-8,2,15000,3,4,4,3,7000,59800,3,3.67
440465105,2018,1965,53,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,4,4.33
440467101,2018,1979,39,1,3,38,0,2,16,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440467102,2018,1980,38,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,3,1500,18000,5,4.67
440468102,2018,1984,34,1,0,33,3,2,9,5,1,2,-8,3,3,1,3,5000,55000,2,2.33
440469101,2018,1952,66,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,1500,18200,5,5.0
440469102,2018,1961,57,0,0,66,-1,6,35,1,-8,2,-8,5,5,5,3,1500,18200,3,5.0
440470101,2018,1955,63,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440472101,2018,1972,46,1,4,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,17500,3,4.33
440472102,2018,1978,40,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440473101,2018,1954,64,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440473102,2018,1964,54,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,8000,5,5.0
440475101,2018,1968,50,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,19,2500,30000,4,5.0
440475102,2018,1972,46,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,6000,5,5.0
440482101,2018,1973,45,0,0,47,3,7,23,5,-8,2,-8,5,5,1,-8,0,0,1,3.67
440491101,2018,1970,48,0,3,-8,-8,-8,-8,-8,-8,2,-8,4,3,5,3,2000,24000,3,4.0
440492101,2018,1973,45,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440492102,2018,1973,45,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,3,3,-8,0,0,2,3.67
440493101,2018,1946,72,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440493102,2019,1986,33,1,4,34,4,1,13,5,-8,2,-8,4,5,5,5,7000,70000,3,4.67
440493103,2018,1985,33,0,3,-8,-8,-8,-8,-8,-8,2,-8,2,3,2,-8,0,0,2,2.33
440494101,2018,1953,65,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,4,5.0
440494102,2018,1958,60,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440494103,2018,1975,43,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,5,6000,12000,3,5.0
440494104,2019,1982,36,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,3,0,22000,5,5.0
440495101,2018,1966,52,0,3,-8,-8,-8,-8,-8,-8,2,-8,3,2,5,-8,0,0,3,3.33
440495102,2018,1957,61,1,4,-8,-8,-8,-8,-8,-8,2,-8,3,5,5,-8,0,0,3,4.33
440500101,2018,1969,49,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,1,1,-8,0,0,3,2.0
440503102,2018,1983,35,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,42000,3,5.0
440505101,2018,1948,70,1,3,2019,0,7,2019,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440505102,2018,1952,66,0,0,70,3,7,2019,5,-8,2,-8,3,3,2,-8,0,0,4,2.67
440507101,2018,1938,80,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440507102,2018,1941,77,0,0,80,3,6,58,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440507104,2018,1976,42,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,2,3.33
440508102,2019,1965,53,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,2,4.67
440512102,2018,1967,51,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,1,2,15,0,0,1,2.0
440512104,2018,1970,48,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,3,-8,0,0,5,4.33
440512107,2018,1994,24,0,4,-8,-8,-8,-8,-8,-8,2,-8,5,5,4,-8,0,0,4,4.67
440513102,2018,1945,73,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440513104,2018,1971,47,0,0,48,3,6,25,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440514102,2018,1964,54,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440515101,2018,1968,50,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,4,4,-8,0,0,3,4.33
440516101,2018,1964,54,1,5,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,6,0,0,3,3.0
440518102,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,1,1,-8,0,0,5,2.33
440518103,2018,1980,38,1,5,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440518104,2018,1983,35,0,4,-8,-8,-8,-8,-8,-8,2,-8,4,4,1,-8,0,0,4,3.0
440519101,2018,1967,51,0,0,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,3,3.33
440519102,2018,1966,52,1,4,-8,-8,-8,-8,-8,-8,2,-8,4,3,3,-8,0,0,3,3.33
440521101,2018,1940,78,1,3,68,0,7,61,5,-8,2,-8,3,2,4,-8,0,0,1,3.0
440521102,2018,1950,68,0,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440524102,2018,1979,39,0,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,5,5.0
440526101,2018,1967,51,1,0,53,0,3,29,5,-8,2,-8,3,5,4,-8,0,18000,3,4.0
440531101,2018,1962,56,1,3,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,-8,0,0,3,5.0
440531102,2018,1969,49,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,5,4,-8,0,0,5,4.0
440534101,2018,1970,48,1,3,43,0,2,23,5,-8,2,-8,5,5,5,-8,0,0,2,5.0
440535101,2018,1948,70,1,3,-8,-8,-8,-8,-8,-8,2,-8,3,2,4,-8,0,0,3,3.0
440535102,2018,1952,66,0,0,-8,-8,-8,-8,-8,-8,2,-8,3,3,3,-8,0,0,3,3.0
440537101,2018,1951,67,0,3,63,0,5,27,5,-8,2,-8,5,5,5,-8,0,0,5,5.0
440538101,2018,1956,62,1,0,-8,-8,-8,-8,-8,-8,2,-8,5,5,5,12,0,0,4,5.0
